field7,field8,error_code
AUCNEGATIVE,"INVALID_REQUEST | Value '2745922311...2099809421' is invalid. A transaction with this transaction ID has already been processed but the request parameters do not match. To process a new transaction for this order, the transaction.id must be unique for the",E202      
ACS_REDIRECT,57 | Transaction not permitted to issuer/cardholder,E1206     
REDIRECT,N:91:Issuer not available,E1206     
ACS_REDIRECT,12 | Invalid transaction,E231      
3DS_METHOD_POSITIVE,Invalid Otp,E340      
AUCNEGATIVE,"INVALID_REQUEST | Value '2741403236...1816062263' is invalid. A transaction with this transaction ID has already been processed but the request parameters do not match. To process a new transaction for this order, the transaction.id must be unique for the",E202      
AUCNEGATIVE,N:-BEPG-0000015:Rupay authentication error,E231      
EVNEGATIVE,405 | System connection failure.,E335      
ACS_REDIRECT,05 | Do not honor | Decline - General decline of the card. No other information provided by the issuing bank.,E307      
REDIRECT,Store is not open,E1703     
REDIRECT,slice,E501      
,N:ACCU200:User Pressed cancel button,E1206     
AUCNEGATIVE,Call failed,E500      
REDIRECT,N:-BEPG-0000001:Rupay communication error,E231      
3DS_METHOD_POSITIVE,,E803      
ACS_REDIRECT,,E501      
AUCNEGATIVE,Technical failure,E1608     
3DS_CHALLENGE_NEGATIVE,007 | PARS not available for the given ID,E202      
ALT_ID_PROV_ERROR,|DpaId on-boarding in progress,E308      
3DS_METHOD_NEGATIVE,,E308      
AUCNEGATIVE,Do not honour,E1703     
REDIRECT,12 | Invalid transaction,E207      
AUCNEGATIVE,908 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
AUCPOSITIVE,UNKNOWN_ERROR,E231      
3DS_CHALLENGE_NEGATIVE,TRANSACTION_INVALID,E1601     
EVERROR,50021 | SYSTEM ERROR,E205      
3DS_METHOD_NEGATIVE,VERCNTDTRAI01 | ,E500      
3DS_METHOD_POSITIVE,REMOVED_HEADLESS_PGS ,E804      
AUCNEGATIVE,BEPG-0000001 | Could not establish connection with NPCI BEPG Initiate2 web service,E207      
,Allowable number of PIN tries exceeded,E1703     
ACS_REDIRECT,0 | ,
REDIRECT,13 | Invalid amount,E231      
VERERROR,Verification | failed | Key encData not present,E1206     
AUCNEGATIVE,Card number is not in configured bin range.,E500      
AUCNEGATIVE,305 | acctNumber,E335      
AUCNEGATIVE,0 | OTP Generated Successfully,E340      
REDIRECT,00 | Authentication Request Successful,
3DS_METHOD_NEGATIVE,Blc|204 | Blc|Invalid PvRs Response from PG. Contact Support Team.,E204      
,Suspected fraud,E1703     
3DS_METHOD_POSITIVE,Card authentication failed,E317      
REDIRECT,,E1206     
REDIRECT,0 | ,E501      
3DS_METHOD_POSITIVE,,failed    
3DS_CHALLENGE_NEGATIVE,"922 | Blc|Authentication/Account Verification Could Not Be Performed; Technical or other problem, as indicated in ARes or RReq.",E317      
,FILTERED_DOMESTIC_PGS FILTERED_DOMESTIC_PGS ,E803      
AUCNEGATIVE,Transient system failure.,E500      
AUCNEGATIVE,919 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
3DS_CHALLENGE_NEGATIVE,912 | Blc|Authentication/ Account Verification Rejected; Issuer is rejecting,E317      
AUCNEGATIVE,500|Request failed due to system error. | SYSTEM_ERROR,E308      
REDIRECT,01 | Refer to card issuer,E348      
AUCNEGATIVE,,E500      
AUCNEGATIVE,907 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
AUCNEGATIVE,"INVALID_REQUEST | Value '2758495232...2798545864' is invalid. A transaction with this transaction ID has already been processed but the request parameters do not match. To process a new transaction for this order, the transaction.id must be unique for the",E202      
AUCNEGATIVE,41 | Lost card,E310      
3DS_METHOD_NEGATIVE,"Blc|204 | Blc|INVALID_REQUEST::Value '358440xxxxxx5412' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E204      
,N:57:DECLINED (cardholder not allowed),E1206     
3DS_METHOD_POSITIVE,93 | Transaction cannot be completed; violation of law | Transaction cannot be completed; violation of law,E000      
ACS_REDIRECT,bhim,E501      
REDIRECT,,E1602     
AUCNEGATIVE,Processing error while provisioning Guest Checkout Token,E1703     
,N:-BEPG-0000013:Rupay transaction error,E000      
AUCERROR,"Cannot invoke ""com.payu.cardsservice.cards.dto.response.common.FormPost.getPostUri()"" because the return value of ""com.payu.cardsservice.cards.dto.response.common.Data.getFormPost()"" is null",E1206     
3DS_METHOD_NEGATIVE,Blc|204 | Blc|INVALID_REQUEST::Value 'ANG' is invalid. Invalid Alpha Currency Code [ANG],E204      
REDIRECT,N:12:Invalid transaction,E231      
,N:-BEPG-0000015:Rupay authentication error,E231      
REDIRECT,J | UNKNOWN,E231      
3DS_METHOD_POSITIVE,59 | Suspected fraud | Decline - General decline of the card. No other information provided by the issuing bank.,E000      
REDIRECT,Incorrect personal identification number,E1703     
AUCNEGATIVE,Bin range not configured,E500      
AUCPOSITIVE,UNKNOWN_ERROR,E501      
ACS_REDIRECT,,E507      
,N:54:EXPIRED CARD,E231      
AUCNEGATIVE,202 | Message not recognised,E1633     
3DS_METHOD_POSITIVE,61 | Exceeds withdrawal amount limit(s) / Withdrawal amount limit exc,E909      
,,E1610     
ACS_REDIRECT,93 | Transaction cannot be completed; violation of law | Transaction cannot be completed; violation of law,E325      
3DS_CHALLENGE_NEGATIVE,914 | Transaction timed out at the ACS,E1206     
,User was Inactive,E1703     
EVPOSITIVE,CM900000 | UNKNOWN,E231      
AUCNEGATIVE,CAN is not in range,E500      
REDIRECT,12 | Invalid transaction,E231      
3DS_VERIFICATION_NEGATIVE,,
EVERROR,10004 | Internal Server Error,E1617     
AUCNEGATIVE,0 | OTP Generated Successfully,400       
AUCNEGATIVE,Blc|202 | Blc|No Response from PG. Please Contact support,E335      
3DS_METHOD_NEGATIVE,Blc|102 | Blc|Invalid card scheme,E204      
AUCNEGATIVE,Internal error,E500      
AUCINVALID,,E303      
EVNEGATIVE,10024 | This Card type is not allowed !!,E1101     
AUCNEGATIVE,000 | ,E317      
ACS_REDIRECT,AUTHENTICATION_FAILED | CONSUMER_AUTHENTICATION_FAILED,E202      
,Communication Error,E1703     
,PG filtering based on Optional TRID ,E804      
ACS_REDIRECT,DECLINED (cardholder not allowed),E1703     
ACS_REDIRECT,GW00201 | Transaction not found,E1611     
ALT_ID_PROV_ERROR,EA080|Error occurred during caas decryption.,EA080     
REDIRECT,54 | Expired card,E231      
REDIRECT,63 | Security violation,E312      
3DS_CHALLENGE_NEGATIVE,906 | Blc|Not Authenticated /Account Not Verified; Transaction denied,E317      
ACS_REDIRECT,J | UNKNOWN,E1206     
,Application error,E1206     
ALT_ID_PROV_ERROR,EA080|P9001,EA080     
AUCNEGATIVE,62 | Restricted card,E303      
ACS_REDIRECT,05 | Do not honor,E231      
AUCNEGATIVE,UNKNOWN_ERROR,E502      
AUCNEGATIVE,400 | GENERAL ERROR,E4933     
AUCNEGATIVE,NON SUFFICIENT FUNDS,E1703     
3DS_CHALLENGE_NEGATIVE,62 | Restricted card,E335      
ACS_REDIRECT,000 | Blc|SUCCESS,E501      
AUCNEGATIVE,22 | UNKNOWN,E1633     
,Unable to verify card enrollment,E1703     
,Mandatory Param Missing for Token txn user_credentials,E1101     
AUCNEGATIVE,402 | DS Response is blank,E231      
AUCNEGATIVE,Blc|202 | Blc|SERVER_FAILED::Cannot ensure consistent access to data. Please try again later.,E335      
REDIRECT,96 | System malfunction,E4158     
REDIRECT,Secure Hash Mismatch,E000      
AUCNEGATIVE,405 | System Connection Failure,E335      
,,E1400     
3DS_CHALLENGE_POSITIVE,Transaction failed due to BD response validation,E308      
REDIRECT,ACS response received,E000      
EVERROR,10004 | INTERNAL_SERVER_ERROR,E1617     
ALT_ID_PROV_ERROR,EA025|Expiry month is Invalid. Please check and initiate again,EA025     
REDIRECT,QR,E507      
REDIRECT,?:waiting authentication,E000      
REDIRECT,N:ACCU100:Authentication Failed,E231      
REDIRECT,N:91:Issuer not available,E231      
AUCNEGATIVE,BEPG-0000015 | Rupay authentication error,E207      
,N:62:DECLINED (restricted card),E231      
AUCNEGATIVE,305,E335      
REDIRECT,Error while Processing FIRSTDATA payment,E1703     
ACS_REDIRECT, | ,E1206     
ACS_REDIRECT,DECLINED (fraud),E1703     
REDIRECT,,E1611     
,?:waiting authentication,E000      
AUCNEGATIVE,"402 | For example, Read-Timeout expiry reached for the transaction as defined in Section 5.5. ",E207      
3DS_CHALLENGE_NEGATIVE,41 | Lost card,E335      
REDIRECT,N:61:DECLINED (Exceeds withdrawal amount limit),E1206     
AUCNEGATIVE,Element missing,E000      
ACS_REDIRECT,TRANSACTION_INVALID,E000      
3DS_CHALLENGE_NEGATIVE,402 | CReq message with this ACS Transaction ID has already been received and processed.,E231      
3DS_METHOD_NEGATIVE,3DS2001 | ,E500      
REDIRECT,"INVALID_REQUEST | Value '433279xxxxxx6066' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E202      
AUCNEGATIVE,000 | Blc|SUCCESS,E1602     
EVERROR,15013 | amount error,E220      
ACS_REDIRECT,DECLINED (restricted card),E1703     
AUCNEGATIVE,203 | Data element not in the required format or value is invalid as defined in Table A.1.,E335      
AUCNEGATIVE,"101 | Invalid formatted message, can be caused by deserialization failures. Refer trace for more details",E207      
REDIRECT,56 | No Card Record,E231      
AUCNEGATIVE,305 | Cardholder Account Number is not in range belonging to Issuer.,E335      
REDIRECT,Marking transaction as dropped - CS,E501      
REDIRECT,0 | ,E1601     
404,,E307      
AUCNEGATIVE,12 | Invalid transaction,E231      
AUCNEGATIVE,00 | Authentication Request Successful,E501      
3DS_CHALLENGE_NEGATIVE,Blc|204 | Blc|Services are unavailable. Please try again later.,E317      
AUCERROR,,E209      
EVNEGATIVE,454 | Duplicate requestID,E337      
ACS_REDIRECT,000 | Blc|SUCCESS,E303      
3DS_METHOD_NEGATIVE,"Blc|204 | Blc|INVALID_REQUEST::Value '354044xxxxxx1010' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E204      
EVPOSITIVE,,E720      
AUCNEGATIVE,0 | ,E1206     
AUCNEGATIVE,If in response to an AReq message: Cardholder Account Number is not in a range belonging to Issuer.,E500      
EVNEGATIVE,10004 | Timed out at NPCI,E1617     
MER_025|No Transaction exists with given merchant id : MER0000005118097,,E308      
ACS_REDIRECT,00 | Authentication Request Successful,
3DS_CHALLENGE_POSITIVE,UNKNOWN_ERROR,E000      
AUCPOSITIVE,Invalid Otp,E503      
REDIRECT,00 | Authentication Request Successful,E1601     
ACS_REDIRECT,cred,E501      
AUCNEGATIVE,"Cannot invoke ""com.payu.cardsservice.cards.dto.response.common.FormPost.getPostUri()"" because the return value of ""com.payu.cardsservice.cards.dto.response.common.Data.getFormPost()"" is null",E207      
AUCNEGATIVE,101 | DataIntegrityViolationException while Database operation.,E207      
AUCNEGATIVE,AUTHENTICATION_FAILED|Decline - Invalid account number | INVALID_ACCOUNT,E501      
ACS_REDIRECT,"N7 | Negative online CAM, dCVV, iCVV, CVV, or CAVV results or Offline | Decline - Invalid Card Verification Number (CVN).",E1632     
AUCNEGATIVE,10004 | INTERNAL_SERVER_ERROR,E1617     
,N:59:DECLINED (fraud),E1206     
AUCNEGATIVE,987 | INVALID_TRANSACTION_TYPE,E207      
REDIRECT,"INVALID_REQUEST | Value '478881xxxxxx9909' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E202      
3DS_METHOD_POSITIVE,AUTHENTICATION_FAILED|Encountered a Payer Authentication problem. Payer could not be authenticated. | CONSUMER_AUTHENTICATION_FAILED,E1003     
3DS_METHOD_ERROR,No Error,E214      
AUCNEGATIVE,404 | Failed to invoke CardData API,E335      
,Mandatory Param Missing for AltId txn last4digits,E4510     
ACS_REDIRECT,Format error,E1703     
AUCNEGATIVE,"INVALID_REQUEST | Value '2737545218...1569407615' is invalid. A transaction with this transaction ID has already been processed but the request parameters do not match. To process a new transaction for this order, the transaction.id must be unique for the",E202      
,Error while Processing FIRSTDATA payment,E1703     
3DS_METHOD_POSITIVE,NOT_ENROLLED_FAILURE,E1302     
ACS_REDIRECT,CA | Acquirer compliance,E231      
3DS_CHALLENGE_NEGATIVE,Blc|204 | Blc|No Response from PG. Please Contact support,E317      
AUCNEGATIVE,05 | Do not honour,E303      
REDIRECT,05 | Do not honor,E1206     
REDIRECT,cred,E501      
AUCNEGATIVE,SERVER_FAILED | Cannot ensure consistent access to data. Please try again later.,E207      
REDIRECT,"INVALID_REQUEST | Value '443025xxxxxx9301' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E202      
AUCNEGATIVE,0 | OTP Generated Successfully,E1206     
EVNEGATIVE,402 | DS Response is blank,E335      
,General Error,E1703     
3DS_METHOD_ERROR,APPROVED,E4506     
REDIRECT,N:57:DECLINED (cardholder not allowed),E231      
AUCNEGATIVE,invalid transaction data,E500      
,NO ROUTING AVAILABLE,E1703     
3DS_METHOD_POSITIVE,,E1601     
AUCPOSITIVE,,E000      
ACS_REDIRECT,05 | Do not honor,E1206     
,N:-BEPG-0000017:Issuer authentication failure,E000      
REDIRECT,SUCCESS,E308      
,N:ACCU600:Invalid data was posted to Issuer,E231      
ACS_REDIRECT,N:-BEPG-0000001:Rupay communication error,E231      
,N:52:No checking account,E231      
3DS_CHALLENGE_NEGATIVE,82 | No security module,E335      
,DECLINED (exceeds frequency),E1703     
ACS_REDIRECT,,E4179     
,Mandatory Param Missing tavv,E4510     
3DS_METHOD_NEGATIVE,Blc|204 | Blc|INVALID_REQUEST::Value '536472xxxxxx6135' is invalid. Invalid card number,E204      
,Acquirer compliance,E1703     
AUCNEGATIVE,402 | Transaction timed-out.,E335      
3DS_METHOD_NEGATIVE,"Blc|204 | Blc|INVALID_REQUEST::Value '507872xxxxxx8773' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E204      
3DS_METHOD_NEGATIVE,"INVALID_REQUEST | Value '478926xxxxxx8429' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E501      
REDIRECT,04 | Pick Up Card,E231      
AUCNEGATIVE,P9 | Enter lesser amount,E231      
AUCNEGATIVE,Missing card record.,E500      
AUCNEGATIVE,301 | threeDSServerTransID,E207      
ACS_REDIRECT,56 | No Card Record,E1206     
AUCNEGATIVE,203 | Format of one or more data elements is invalid according to the specification,E335      
ACS_REDIRECT,102,E1206     
AUCNEGATIVE,301 | Retrieved transaction already used,E335      
REDIRECT,"INVALID_REQUEST | Value '416839xxxxxx1592' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E202      
ALT_ID_PROV_ERROR,UNKNOWN,E500      
REDIRECT,000 | Blc|SUCCESS,E303      
3DS_METHOD_NEGATIVE,"INVALID_REQUEST | Value '535398xxxxxx6715' is invalid. The combination of currency, card type and transaction type is not supported by a Merchant Acquirer relationship",E501      
AUCNEGATIVE,Blc|202 | Blc|Retrying due to IO Error at server,E335      
3DS_CHALLENGE_NEGATIVE,14 | Invalid card number (no such number),E335      
AUCNEGATIVE,T5 | Check for New information before retry,E1206     
AUCNEGATIVE,301 | dsTransID,E207      
